,Player,Actual_Salary,Adjusted_Salary,Year
139,Kosta Koufos,8393000,8776339,2017
140,Corey Brewer,8105615,8475827,2017
141,Garrett Temple,8000000,8365389,2017
142,Vince Carter,8000000,8365389,2017
143,Markieff Morris,8000000,8365389,2017
144,CJ Miles,7936509,8298998,2017
145,Cristiano Felicio,7843500,8201741,2017
146,Shaun Livingston,7692308,8043644,2017
147,Cory Joseph,7630000,7978490,2017
148,PJ Tucker,7590035,7936699,2017
149,Andrew Wiggins,7574322,7920269,2017
150,Darrell Arthur,7464912,7805862,2017
151,Channing Frye,7420912,7759852,2017
152,Trevor Ariza,7400000,7737985,2017
153,Al-Farouq Aminu,7319035,7653322,2017
154,Cole Aldrich,7300000,7633417,2017
155,DJ Augustin,7250000,7581134,2017
156,Marco Belinelli,7082277,7405750,2017
157,Markelle Fultz,7026240,7347154,2017
158,Jeremy Lamb,7000000,7319715,2017
159,Kyle Korver,7000000,7319715,2017
160,Louis Williams,7000000,7319715,2017
161,Jameer Nelson,6998920,7318585,2017
162,Dewayne Dedmon,6900000,7215148,2017
163,Jae Crowder,6796117,7106520,2017
164,Jabari Parker,6782392,7092168,2017
165,Langston Galloway,6666667,6971158,2017
166,Lance Thomas,6655325,6959298,2017
167,Ersan Ilyasova,6514288,6811819,2017
168,Matt Barnes,6400625,6692965,2017
169,Ed Davis,6352531,6642674,2017
170,Rajon Rondo,6300000,6587744,2017
171,Jonathon Simmons,6300000,6587744,2017
172,Lonzo Ball,6286560,6573690,2017
173,Wayne Ellington,6270000,6556374,2017
174,Isaiah Thomas,6261394,6547375,2017
175,Karl-Anthony Towns,6216840,6500786,2017
176,Ben Simmons,6168840,6450593,2017
177,Joel Embiid,6100266,6378887,2017
178,Josh McRoberts,6021175,6296184,2017
179,Ishmael Smith,6000000,6274042,2017
180,Milos Teodosic,6000000,6274042,2017
181,Shelvin Mack,6000000,6274042,2017
182,Alan Williams,6000000,6274042,2017
183,Brandan Wright,5955760,6227780,2017
184,Wesley Johnson,5881260,6149878,2017
185,Boban Marjanovic,5881260,6149878,2017
186,Tyler Johnson,5821260,6087138,2017
187,Alex Abrines,5725000,5986481,2017
188,Jayson Tatum,5645400,5903246,2017
189,D'Angelo Russell,5562360,5816413,2017
190,Brandon Ingram,5519400,5771491,2017
191,Josh Smith,5514806,5766686,2017
192,Patrick Beverley,5513514,5765336,2017
193,Aaron Gordon,5504419,5755826,2017
194,Deron Williams,5474787,5724840,2017
195,Arron Afflalo,5328652,5572030,2017
196,Anthony Tolliver,5290000,5531613,2017
197,Thabo Sefolosha,5250000,5489786,2017
198,Jason Smith,5225000,5463645,2017
199,Ben McLemore,5200000,5437503,2017
200,Nick Young,5192000,5429137,2017
201,Patrick Patterson,5192000,5429137,2017
202,Josh Jackson,5090040,5322520,2017
203,Mike Muscala,5000000,5228368,2017
204,Marcus Morris,5000000,5228368,2017
205,Dirk Nowitzki,5000000,5228368,2017
206,Larry Sanders,5000000,5228368,2017
207,Jahlil Okafor,4995120,5223265,2017
208,Dante Exum,4992385,5220405,2017
209,Alexis Ajinca,4961798,5188421,2017
210,Jaylen Brown,4956480,5182860,2017
211,Richard Jefferson,4828652,5049194,2017
212,Sean Kilpatrick,4774445,4992509,2017
213,Kyle Singler,4666500,4879636,2017
214,De'Aaron Fox,4609200,4819719,2017
215,Marcus Smart,4538019,4745287,2017
216,Kristaps Porzingis,4503600,4709296,2017
217,Justin Holiday,4500000,4705531,2017
218,Dragan Bender,4468800,4672906,2017
219,Devin Harris,4402546,4603626,2017
220,Ron Baker,4328000,4525675,2017
221,Aron Baynes,4300000,4496396,2017
222,Nerlens Noel,4187599,4378862,2017
223,Alex Len,4187599,4378862,2017
224,Jonathan Isaac,4186320,4377524,2017
225,Lance Stephenson,4180000,4370916,2017
226,Julius Randle,4149242,4338753,2017
227,Kyle O'Quinn,4087500,4274191,2017
228,Mario Hezonja,4078320,4264591,2017
229,Kris Dunn,4046760,4231590,2017
230,Noah Vonleh,4031018,4215129,2017
231,Jonas Jerebko,4000000,4182694,2017
232,Nemanja Bjelica,3950000,4130411,2017
233,Jose Juan Barea,3903900,4082205,2017
234,Quincy Pondexter,3853931,4029954,2017
235,Lauri Markkanen,3821640,3996188,2017
236,Nik Stauskas,3807146,3981032,2017
237,Willie Cauley-Stein,3704160,3873342,2017
238,Paul Pierce,3679840,3847911,2017
239,Buddy Hield,3675480,3843352,2017
240,Will Barton,3533333,3694713,2017
241,Frank Ntilikina,3501120,3661029,2017
242,Lavoy Allen,3500000,3659857,2017
243,Zaza Pachulia,3477600,3636434,2017
244,Nenê,3477600,3636434,2017
245,Troy Daniels,3408520,3564199,2017
246,Emmanuel Mudiay,3381480,3535924,2017
247,Jamal Murray,3355320,3508569,2017
248,Elfrid Payton,3332340,3484540,2017
249,Doug McDermott,3294994,3445488,2017
250,Tarik Black,3290000,3440266,2017
251,Tyreke Evans,3290000,3440266,2017
252,Jodie Meeks,3290000,3440266,2017
253,Dennis Smith,3218280,3365270,2017
254,Zach LaVine,3202217,3348474,2017
255,Ekpe Udoh,3200000,3346155,2017
256,TJ Warren,3152930,3296935,2017
257,Stanley Johnson,3097800,3239287,2017
258,Thon Maker,3086784,3227768,2017
259,Marquese Chriss,3073800,3214191,2017
260,Zach Collins,3057240,3196875,2017
261,Seth Curry,3028410,3166728,2017
262,James Ennis,3028410,3166728,2017
263,Mindaugas Kuzminskas,3028410,3166728,2017
264,Tomas Satoransky,3000000,3137021,2017
265,Ramon Sessions,2986463,3122865,2017
266,Jusuf Nurkic,2947304,3081918,2017
267,Lucas Nogueira,2947304,3081918,2017
268,Malik Monk,2904480,3037138,2017
269,Frank Kaminsky,2847600,2977660,2017
270,Andrew Nicholson,2844429,2974344,2017
271,Jakob Poeltl,2825640,2954697,2017
272,Luke Kennard,2759280,2885306,2017
273,Justise Winslow,2705040,2828589,2017
274,Michael Carter-Williams,2700000,2823318,2017
275,Cedi Osman,2642857,2763566,2017
276,Donovan Mitchell,2621280,2741003,2017
277,Gary Harris,2550055,2666525,2017
278,Domantas Sabonis,2550000,2666467,2017
279,Derrick Rose,2533488,2649201,2017
280,Malcolm Delaney,2500000,2614184,2017
281,Reggie Bullock,2500000,2614184,2017
282,Manu Ginobili,2500000,2614184,2017
283,Bam Adebayo,2490360,2604103,2017
284,Georgios Papagiannis,2486757,2600335,2017
285,Myles Turner,2483040,2596449,2017
286,Bruno Caboclo,2451224,2563180,2017
287,Ronnie Price,2442455,2554010,2017
288,Trey Lyles,2441400,2552907,2017
289,Taurean Prince,2422560,2533207,2017
290,Dario Saric,2422560,2533207,2017
291,Rodney Hood,2386864,2495880,2017
292,Justin Jackson,2365560,2473603,2017
293,Shabazz Napier,2361359,2469210,2017
294,Rashad Vaughn,2338653,2445467,2017
295,Clint Capela,2334528,2441154,2017
296,Jose Calderon,2328652,2435010,2017
297,David West,2328652,2435010,2017
298,Udonis Haslem,2328652,2435010,2017
299,Jason Terry,2328652,2435010,2017
300,Jarrett Jack,2328652,2435010,2017
301,Raymond Felton,2328652,2435010,2017
302,Nick Collison,2328652,2435010,2017
303,Devin Booker,2319360,2425293,2017
304,Dante Cunningham,2300000,2405049,2017
305,Wade Baldwin,2254292,2357253,2017
306,Guerschon Yabusele,2247480,2350130,2017
307,Justin Patton,2247480,2350130,2017
308,Monta Ellis,2245400,2347955,2017
309,Cameron Payne,2203440,2304079,2017
310,Denzel Valentine,2186400,2286260,2017
311,Kyle Anderson,2151704,2249980,2017
312,DJ Wilson,2135040,2232555,2017
313,Jeff Green,2116955,2213644,2017
314,JaVale McGee,2116955,2213644,2017
315,Luc Mbah a Moute,2116955,2213644,2017
316,Aaron Brooks,2116955,2213644,2017
317,Michael Beasley,2116955,2213644,2017
318,Marreese Speights,2116955,2213644,2017
319,Omri Casspi,2106470,2202680,2017
320,Mario Chalmers,2106407,2202614,2017
321,Darius Miller,2100000,2195914,2017
322,Kelly Oubre,2093040,2188636,2017
323,Juan Hernangomez,2076840,2171696,2017
324,TJ Leaf,2028360,2121002,2017
325,Spencer Hawes,2007058,2098727,2017
326,Tim Frazier,2000000,2091347,2017
327,Terry Rozier,1988520,2079343,2017
328,Luke Babbitt,1974159,2064326,2017
329,John Collins,1936920,2025386,2017
330,Shabazz Muhammad,1924755,2012664,2017
331,Harry Giles,1859400,1944325,2017
332,Troy Williams,1842176,1926314,2017
333,Sam Dekker,1794600,1876566,2017
334,Terrance Ferguson,1785000,1866527,2017
335,Henry Ellenson,1780800,1862135,2017
336,Eric Moreland,1740000,1819472,2017
337,Jerian Grant,1713840,1792117,2017
338,Jarrett Allen,1713720,1791991,2017
339,Quincy Acy,1709538,1787618,2017
340,Tyler Zeller,1709538,1787618,2017
341,Jordan Crawford,1709538,1787618,2017
342,Mike Scott,1709538,1787618,2017
343,Malik Beasley,1700640,1778314,2017
344,Ante Zizic,1645200,1720342,2017
345,Delon Wright,1645200,1720342,2017
346,OG Anunoby,1645200,1720342,2017
347,Caris LeVert,1632480,1707041,2017
348,Mike Dunleavy,1600000,1673077,2017
349,Timothe Luwawu,1594590,1667420,2017
350,Tyler Lydon,1579440,1651578,2017
351,Justin Anderson,1579440,1651578,2017
352,Ian Clark,1577230,1649267,2017
353,DeAndre Bembry,1567200,1638779,2017
354,Shane Larkin,1524305,1593925,2017
355,Joe Harris,1524305,1593925,2017
356,Spencer Dinwiddie,1524305,1593925,2017
357,Julyan Stone,1524305,1593925,2017
358,Glenn Robinson III,1524305,1593925,2017
359,Tyler Ennis,1524305,1593925,2017
360,Johnny O'Bryant,1524305,1593925,2017
361,Jerami Grant,1524305,1593925,2017
362,Joffrey Lauvergne,1524305,1593925,2017
363,Bobby Portis,1516320,1585575,2017
364,DeAndre Liggins,1505942,1574723,2017
365,Malachi Richardson,1504560,1573278,2017
366,Tony Allen,1471382,1538585,2017
367,Willie Reed,1471382,1538585,2017
368,Larry Nance Jr,1471382,1538585,2017
369,Salah Mejri,1471382,1538585,2017
370,Nikola Jokic,1471382,1538585,2017
371,Kevon Looney,1471382,1538585,2017
372,Joseph Young,1471382,1538585,2017
373,Montrezl Harrell,1471382,1538585,2017
374,Jarell Martin,1471382,1538585,2017
375,Josh Richardson,1471382,1538585,2017
376,Jordan Mickey,1471382,1538585,2017
377,Tyus Jones,1471382,1538585,2017
378,Josh Huestis,1471382,1538585,2017
379,Richaun Holmes,1471382,1538585,2017
380,TJ McConnell,1471382,1538585,2017
381,Pat Connaughton,1471382,1538585,2017
382,Norman Powell,1471382,1538585,2017
383,Raul Neto,1471382,1538585,2017
384,Chris McCullough,1471382,1538585,2017
385,Furkan Korkmaz,1465920,1532873,2017
386,Caleb Swanigan,1465920,1532873,2017
387,Okaro White,1460927,1527652,2017
388,Rondae Hollis-Jefferson,1455720,1522208,2017
389,Willy Hernangomez,1435750,1501326,2017
390,Kyle Kuzma,1423560,1488579,2017
391,Tony Bradley,1414920,1479544,2017
392,Derrick White,1404600,1468753,2017
393,Josh Hart,1394520,1458212,2017
394,Gerald Green,1381403,1444496,2017
395,Brice Johnson,1331160,1391958,2017
396,Diamond Stone,1312611,1372562,2017
397,Isaiah Taylor,1312611,1372562,2017
398,Sheldon Mac,1312611,1372562,2017
399,Isaiah Whitehead,1312611,1372562,2017
400,Treveon Graham,1312611,1372562,2017
401,Paul Zipser,1312611,1372562,2017
402,David Nwaba,1312611,1372562,2017
403,Dorian Finney-Smith,1312611,1372562,2017
404,Yogi Ferrell,1312611,1372562,2017
405,Patrick McCaw,1312611,1372562,2017
406,Damian Jones,1312611,1372562,2017
407,Chinanu Onuaku,1312611,1372562,2017
408,Ivica Zubac,1312611,1372562,2017
409,Deyonta Davis,1312611,1372562,2017
410,Andrew Harrison,1312611,1372562,2017
411,Wayne Selden,1312611,1372562,2017
412,Rodney McGruder,1312611,1372562,2017
413,AJ Hammons,1312611,1372562,2017
414,Malcolm Brogdon,1312611,1372562,2017
415,Marcus Georges-Hunt,1312611,1372562,2017
416,Cheick Diallo,1312611,1372562,2017
417,Chasson Randle,1312611,1372562,2017
418,Tyler Ulis,1312611,1372562,2017
419,Jake Layman,1312611,1372562,2017
420,Skal Labissiere,1312611,1372562,2017
421,Dejounte Murray,1312611,1372562,2017
422,Bryn Forbes,1312611,1372562,2017
423,Davis Bertans,1312611,1372562,2017
424,Pascal Siakam,1312611,1372562,2017
425,Fred VanVleet,1312611,1372562,2017
426,Semi Ojeleye,1291892,1350897,2017
427,Livio Jean-Charles,1242240,1298977,2017
428,Bobby Brown,1231500,1287747,2017
429,Frank Mason,1184385,1238480,2017
430,Abdel Nader,1167333,1220649,2017
431,Isaiah Canaan,1113863,1164736,2017
432,Damyean Dotson,1100000,1150241,2017
433,Andrew Bogut,1078810,1128083,2017
434,Wesley Iwundu,1050000,1097957,2017
435,Gerald Henderson,1000000,1045673,2017
436,Festus Ezeli,1000000,1045673,2017
437,Justin Hamilton,1000000,1045673,2017
438,Damien Wilkins,992696,1038036,2017
439,Ike Anigbogu,950000,993390,2017
440,Rade Zagorac,950000,993390,2017
441,Ivan Rabb,950000,993390,2017
442,Jason Thompson,893333,934134,2017
443,Tyler Dorsey,815615,852867,2017
444,Daniel Theis,815615,852867,2017
445,Dwayne Bacon,815615,852867,2017
446,Maxi Kleber,815615,852867,2017
447,Jordan Bell,815615,852867,2017
448,Zhou Qi,815615,852867,2017
449,Jawun Evans,815615,852867,2017
450,Sindarius Thornwell,815615,852867,2017
451,Thomas Bryant,815615,852867,2017
452,Dillon Brooks,815615,852867,2017
453,Sterling Brown,815615,852867,2017
454,Frank Jackson,815615,852867,2017
455,Dakari Johnson,815615,852867,2017
456,Khem Birch,815615,852867,2017
457,Davon Reed,815615,852867,2017
458,Brandon Paul,815615,852867,2017
459,Alfonzo McKinnie,815615,852867,2017
460,Royce O'Neale,815615,852867,2017
461,Emeka Okafor,813293,850439,2017
462,Trey Burke,784160,819975,2017
463,Alex Poythress,778668,814232,2017
464,Dwight Buycks,748160,782331,2017
465,Joel Bolomboy,708200,740546,2017
466,Kyle Collinsworth,595702,622909,2017
467,Jeff Withey,593780,620900,2017
468,Kay Felder,551866,577071,2017
469,Michael Gbinije,500000,522836,2017
470,Leandro Barbosa,500000,522836,2017
471,Derrick Jones,462875,484015,2017
472,Nicolas Brussino,393041,410992,2017
473,Antonius Cleveland,384116,401659,2017
474,Brandon Jennings,380830,398223,2017
475,CJ Watson,333333,348557,2017
476,Demetrius Jackson,319266,333847,2017
477,Travis Wear,304051,317938,2017
478,Cameron Oliver,300000,313702,2017
479,Shaquille Harrison,230399,240922,2017
480,Larry Drew II,222474,232635,2017
481,Jaylen Morris,198143,207192,2017
482,Nigel Hayes,193532,202370,2017
483,David Stockton,192812,201618,2017
484,Quinn Cook,189832,198501,2017
485,Georges Niang,177250,185345,2017
486,Aaron Harrison,174570,182543,2017
487,Omari Johnson,170495,178282,2017
488,Naz Long,167158,174792,2017
489,Jarell Eddie,166256,173848,2017
490,Rodney Purvis,165887,173463,2017
491,Mike James,164802,172328,2017
492,Briante Weber,160378,167702,2017
493,Marquis Teague,157944,165157,2017
494,Gary Payton II,154500,161556,2017
495,Jeremy Evans,154059,161095,2017
496,Carrick Felix,140901,147336,2017
497,Damion Lee,138239,144552,2017
498,Kendrick Perkins,131562,137570,2017
499,Milton Doyle,127250,133061,2017
500,Brandon Rush,119601,125063,2017
501,Ty Lawson,119009,124444,2017
502,Derrick Williams,104059,108811,2017
503,KJ McDaniels,100000,104567,2017
504,Tim Quarterman,96406,100809,2017
505,Walter Lemon Jr,92159,96368,2017
506,Josh Gray,92159,96368,2017
507,Jaylen Johnson,87551,91549,2017
508,MarShon Brooks,86118,90051,2017
509,CJ Fair,82943,86731,2017
510,Josh Magette,77250,80778,2017
511,Tyler Cavanaugh,77250,80778,2017
512,Andrew White,77250,80778,2017
513,Kadeem Allen,77250,80778,2017
514,Jabari Bird,77250,80778,2017
515,Yakuba Ouattara,77250,80778,2017
516,Jacob Wiley,77250,80778,2017
517,James Webb,77250,80778,2017
518,Mangok Mathiang,77250,80778,2017
519,Marcus Paige,77250,80778,2017
520,Antonio Blakeney,77250,80778,2017
521,Ryan Arcidiacono,77250,80778,2017
522,John Holland,77250,80778,2017
523,London Perrantes,77250,80778,2017
524,Johnathan Motley,77250,80778,2017
525,Gian Clavell,77250,80778,2017
526,Jalen Jones,77250,80778,2017
527,Torrey Craig,77250,80778,2017
528,Monte Morris,77250,80778,2017
529,Luis Montero,77250,80778,2017
530,Reggie Hearn,77250,80778,2017
531,Chris Boucher,77250,80778,2017
532,RJ Hunter,77250,80778,2017
533,Markel Brown,77250,80778,2017
534,Edmond Sumner,77250,80778,2017
535,Ben Moore,77250,80778,2017
536,Jamil Wilson,77250,80778,2017
537,CJ Williams,77250,80778,2017
538,Tyrone Wallace,77250,80778,2017
539,Alex Caruso,77250,80778,2017
540,Vander Blue,77250,80778,2017
541,Kobi Simmons,77250,80778,2017
542,Vince Hunter,77250,80778,2017
543,Myke Henry,77250,80778,2017
544,Matt Williams,77250,80778,2017
545,Derrick Walton,77250,80778,2017
546,Xavier Munford,77250,80778,2017
547,Marshall Plumlee,77250,80778,2017
548,Anthony Brown,77250,80778,2017
549,Amile Jefferson,77250,80778,2017
550,Charles Cooke,77250,80778,2017
551,Luke Kornet,77250,80778,2017
552,Isaiah Hicks,77250,80778,2017
553,Daniel Hamilton,77250,80778,2017
554,PJ Dozier,77250,80778,2017
555,Adreian Payne,77250,80778,2017
556,Jamel Artis,77250,80778,2017
557,James Michael McAdoo,77250,80778,2017
558,Jacob Pullen,77250,80778,2017
559,James Young,77250,80778,2017
560,Alec Peters,77250,80778,2017
561,Danuel House,77250,80778,2017
562,CJ Wilcox,77250,80778,2017
563,JaKarr Sampson,77250,80778,2017
564,Jack Cooley,77250,80778,2017
565,Darrun Hilliard,77250,80778,2017
566,Matt Costello,77250,80778,2017
567,Malcolm Miller,77250,80778,2017
568,Lorenzo Brown,77250,80778,2017
569,Eric Griffin,77250,80778,2017
570,Nate Wolters,77250,80778,2017
571,Erik McCree,77250,80778,2017
572,Michael Young,77250,80778,2017
573,Devin Robinson,77250,80778,2017
574,Xavier Silas,74158,77545,2017
575,Jonathan Gibson,74158,77545,2017
576,Scotty Hopson,74158,77545,2017
577,Landry Nnoko,50000,52283,2017
578,VJ Beachem,50000,52283,2017
579,Bronson Koenig,50000,52283,2017
580,Daniel Ochefu,50000,52283,2017
581,Marcus Thornton II,46079,48183,2017
582,Jameel Warney,46079,48183,2017
583,Aaron Jackson,46079,48183,2017
584,Trey McKinney-Jones,46079,48183,2017
585,Andre Ingram,46079,48183,2017
0,Stephen Curry,37457154,38074629,2018
1,Russell Westbrook,35665000,36252932,2018
2,Chris Paul,35654150,36241903,2018
3,LeBron James,35654150,36241903,2018
4,Kyle Lowry,32700000,33239054,2018
5,Blake Griffin,31873932,32399368,2018
6,Gordon Hayward,31214295,31728857,2018
7,James Harden,30570000,31073941,2018
8,Paul George,30560700,31064488,2018
9,Mike Conley,30521115,31024250,2018
10,Kevin Durant,30000000,30494545,2018
11,Paul Millsap,29230769,29712633,2018
12,Al Horford,28928710,29405595,2018
13,Damian Lillard,27977689,28438896,2018
14,DeMar DeRozan,27739975,28197264,2018
15,Chris Bosh,26837720,27280135,2018
16,Jrue Holiday,26641111,27080285,2018
17,Otto Porter,26011913,26440715,2018
18,CJ McCollum,25759766,26184411,2018
19,Nikola Jokic,25467250,25887073,2018
20,Andrew Wiggins,25467250,25887073,2018
21,Joel Embiid,25467250,25887073,2018
22,Anthony Davis,25434263,25853542,2018
23,Andre Drummond,25434262,25853541,2018
24,Bradley Beal,25434262,25853541,2018
25,Hassan Whiteside,24434262,24837057,2018
26,Dwight Howard,24256725,24656592,2018
27,Giannis Antetokounmpo,24157304,24555533,2018
28,Steven Adams,24157304,24555533,2018
29,Kevin Love,24119025,24516623,2018
30,Marc Gasol,24119025,24516623,2018
31,Chandler Parsons,24107258,24504662,2018
32,Harrison Barnes,24107258,24504662,2018
33,Nicolas Batum,24000000,24395636,2018
34,Rudy Gobert,23491573,23878827,2018
35,Kawhi Leonard,23114066,23495097,2018
36,DeAndre Jordan,22897200,23274656,2018
37,LaMarcus Aldridge,22347015,22715402,2018
38,Serge Ibaka,21666667,22023838,2018
39,Aaron Gordon,21590909,21946831,2018
40,Danilo Gallinari,21587579,21943446,2018
41,Victor Oladipo,21000000,21346181,2018
42,Ryan Anderson,20421546,20758192,2018
43,Joakim Noah,20261172,20595174,2018
44,Kyrie Irving,20099189,20430521,2018
45,Jabari Parker,20000000,20329696,2018
46,Jimmy Butler,19841627,20168713,2018
47,Zach LaVine,19500000,19821454,2018
48,Wesley Matthews,19360228,19679378,2018
49,Allen Crabbe,19332500,19651193,2018
50,Enes Kanter,19264603,19582176,2018
51,Tyler Johnson,19245370,19562626,2018
52,John Wall,19169800,19485811,2018
53,George Hill,19000000,19313212,2018
54,Jeff Teague,19000000,19313212,2018
55,Klay Thompson,18988725,19301751,2018
56,Goran Dragic,18109175,18407701,2018
57,Kent Bazemore,18089888,18388097,2018
58,Evan Turner,17868853,18163418,2018
59,Tristan Thompson,17469565,17757548,2018
60,Draymond Green,17469565,17757548,2018
61,Tim Hardaway Jr,17325000,17610599,2018
62,Pau Gasol,17133285,17415724,2018
63,Reggie Jackson,17043478,17324437,2018
64,Bismack Biyombo,17000000,17280242,2018
65,Evan Fournier,17000000,17280242,2018
66,Derrick Favors,16900000,17178593,2018
67,Luol Deng,16747954,17024040,2018
68,Jonas Valanciunas,16539326,16811974,2018
69,Gary Harris,16517857,16790151,2018
70,Andre Iguodala,16000000,16263757,2018
71,Timofey Mozgov,16000000,16263757,2018
72,Ian Mahinmi,16000000,16263757,2018
